content
昂首望天
昂头阔步
昂头天外
昂头挺胸
昂霄耸壑
盎盂相击
盎盂相敲
敖不可长
敖世轻物
嗷嗷待哺
遨翔自得
熬肠刮肚
熬更守夜
熬姜呷醋
熬枯受淡
熬清守淡
熬清守谈
熬清受淡
熬心费力
熬油费火
聱牙佶屈
聱牙戟口
聱牙诘曲
聱牙诘屈
謷牙诘屈
鳌愤龙愁
鳌里夺尊
鳌鸣鳖应
鳌头独占
鳌掷鲸呿
鳌掷鲸吞
傲不可长
傲骨嶙嶙
傲慢不逊
傲慢少礼
傲慢无礼
傲睨得志
傲睨万物
傲睨一切
傲睨一世
傲睨自若
傲然挺立
傲然屹立
傲世轻物
傲霜斗雪
傲头傲脑
傲贤慢士
傲雪凌霜
傲雪欺霜
奥妙无穷
奥援有灵
懊悔无及
八百孤寒
八拜之交
八窗玲珑
八斗之才
八方风雨
八方呼应
八方支持
八方支援
八府巡按
八纮同轨
八荒之外
八街九陌
八面见光
八面玲珑
八面驶风
八面受敌
八面威风
八面莹澈
八面圆通
八面张罗
八难三灾
八万四千
八仙过海
八音迭奏
八音遏密
八珍玉食
八字打开
巴巴急急
巴巴劫劫
巴巴结结
巴高望上
巴高枝儿
巴前算后
巴人下里
巴三览四
巴三揽四
巴山度岭
巴山蜀水
巴山夜雨
巴山越岭
巴头探脑
扒耳搔腮
扒高踩低
抜格不入
拔本塞原
拔本塞源
拔丛出类
拔萃出类
拔萃出群
拔刀相向
拔刀相助
拔地参天
拔地摇山
拔地倚天
拔丁抽楔
拔锅卷席
拔剑论功
拔葵啖枣
拔葵去织
拔来报往
拔类超群
拔毛济世
拔毛连茹
拔茅连茹
拔苗助长
拔群出萃
拔山超海
拔山盖世
拔山举鼎
拔山扛鼎
拔十得五
拔十失五
拔树撼山
拔树搜根
拔树寻根
拔犀擢象
拔辖投井
拔新领异
拔宅飞升
拔宅上升
拔赵易汉
拔帜树帜
拔帜易帜
跋胡痜尾
跋扈飞扬
跋扈自恣
跋扈恣睢
跋来报往
跋履山川
跋前踕后
跋前痜后
跋前踬后
跋山涉川
跋山涉水
跋涉山川
把臂入林
把臂徐去
把持不定
把饭叫饥
把酒持螯
把素持斋
把玩无厌
把薪助火
罢黜百家
霸道横行
霸陵醉尉
霸王别姬
霸王风月
白白朱朱
白璧青蝇
白璧三献
白璧微瑕
白璧无瑕
白草黄云
白齿青眉
白藋同心
白丁俗客
白发苍苍
白发苍颜
白发丹心
白发红颜
白发千丈
白发青衫
白发朱颜
白饭青刍
白骨露野
白骨再肉
白圭之玷
黑白不分
黑白分明
白虹贯日
白华之怨
白话八股
白袷蓝衫
白驹过隙
白驹空谷
白蜡明经
白浪掀天
白龙鱼服
白旄黄钺
白眉赤眼
白面儒冠
白面儒生
白面书郎
白面书生
白帢青衫
白日飞升
白日见鬼
白日青天
白日上升
白日升天
白日绣衣
白日衣绣
白日作梦
白日做梦
白色恐怖
白山黑水
白手成家
白手空拳
白手起家
白手兴家
白首北面
白首不渝
白首空归
白首齐眉
白首穷经
白首如新
白首同归
白首为郎
白首相知
白首相庄
白首一节
白首之心
白水鉴心
白叟黄童
白天见鬼
白头不终
白头到老
白头而新
白头如新
白头相并
白头相守
白头偕老
白头之叹
白兔赤乌
白往黑来
白屋寒门
白屋之士
白雪皑皑
白雪难和
白雪阳春
白眼相看
白衣苍狗
白衣公卿
白衣卿相
白衣秀士
白衣宰相
白蚁争穴
白鱼赤乌
白鱼登舟
白鱼入舟
白玉微瑕
白玉无瑕
白云苍狗
白云孤飞
白云亲舍
白纸黑字
百般刁难
百般奉承
百般抚慰
百般折磨
百宝万货
百弊丛生
百不当一
百不获一
百不失一
百不一存
百不一贷
百不一遇
百步穿杨
百城之富
百尺竿头
百尺无枝
百川朝海
百川赴海
百川归海
百辞莫辩
百代过客
百代文宗
百读不厌
百堵皆作
百端待举
百端交集
百堕俱举
百二关河
百二河山
百二金瓯
百二山川
百二山河
百发百中
百凡待举
百废待举
百废待兴
百废具举
百废具兴
百废具作
百废俱举
百废俱兴
百废咸举
百福具臻
百感交集
百怪千奇
百鬼众魅
百花齐放
百花生日
百花争妍
百花争艳
百卉千葩
百喙莫辩
百喙难辩
百喙难辞
百喙如一
百喙一词
百计千方
百计千谋
百计千心
百家争鸣
百结愁肠
百结悬鹑
百举百捷
百举百全
百孔千创
百口莫辩
百口难分
百口同声
百里挑一
百里之才
百炼成刚
百炼成钢
百了千当
百伶百俐
百龄眉寿
百虑一致
百虑攒心
百媚千娇
百密一疏
百谋千计
百年不遇
百年大计
百年大业
百年好合
百年好事
百年难遇
百年树人
百年偕老
百年谐老
百年之柄
百年之好
百年之后
百年之业
百年之约
百念皆灰
百鸟朝凤
百品千条
百巧成穷
百巧千穷
百忍成金
百舌之声
百舍重茧
百舍重趼
百身何赎
百身莫赎
百世不磨
百世不易
百世流芳
百世流芬
百世一人
百世之利
百世之师
百事大吉
百事无成
百兽率舞
百顺百依
百顺千随
百思不解
百思莫解
百死一生
百岁千秋
百岁之好
百岁之后
百岁之盟
百万雄兵
百万雄师
百无禁忌
百无聊赖
百无是处
百无所成
百无一成
百无一堪
百无一能
百无一失
百无一是
百无一用
百下百全
百下百着
百业萧条
百衣百随
百依百从
百依百顺
百依百随
百载树人
百战百败
百战百胜
百战不殆
百丈竿头
百折不摧
百折不回
百折不挠
百折不屈
百折不移
百折千回
百啭千声
百拙千丑
百紫千红
百纵千随
百足不僵
百足之虫
柏舟之节
柏舟之誓
捭阖纵横
摆尾摇头
摆袖却金
败不旋踵
败材伤锦
败德辱行
败法乱纪
败鼓之皮
败国丧家
败国亡家
败化伤风
败绩失据
败将残兵
败井颓垣
败军之将
败鳞残甲
败柳残花
败俗伤风
败俗伤化
败兴而归
败于垂成
拜赐之师
拜倒辕门
拜恩私室
拜鬼求神
拜将封侯
稗官小说
稗官野史
扳龙附凤
班班可考
班驳陆离
班功行赏
班荆道故
班荆道旧
班马文章
班门弄斧
班师得胜
班师回朝
班师回俯
班香宋艳
班衣戏采
班衣戏彩
斑驳陆离
斑衣戏彩
搬唇递舌
搬唇弄舌
搬斤播两
搬口弄舌
搬弄是非
搬石砸脚
阪上走丸
板上钉钉
板上砸钉
版筑饭牛
半半拉拉
半半路路
半壁河山
半壁江山
半壁山河
半部论语
半痴不颠
半筹不纳
半筹莫展
半低不高
半懂不懂
半饥半饱
半间半界
半间不界
半截入土
半解一知
半斤八两
半斤八面
半路出家
半路修行
半梦半醒
半面不忘
半面之交
半面之旧
半青半黄
半三不四
半上半下
半上落下
半身不遂
半生半熟
半生不熟
半丝半缕
半死半生
半死不活
半死辣活
半涂而罢
半涂而废
半途而废
半吐半露
半推半就
半吞半吐
半文半白
半文不白
半新半旧
半新不旧
半信半疑
半信不信
半夜三更
半疑半信
半真半假
伴食宰相
伴食中书
邦国殄瘁
帮狗吃食
帮虎吃食
帮闲钻懒
榜上无名
蚌病成珠
蚌病生珠
蚌鹬相持
傍观冷眼
傍观者清
傍花随柳
傍人篱壁
傍人篱落
傍人门户
傍若无人
棒打鸳鸯
徬徨失措
包办代替
包藏祸心
包藏奸心
包打天下
包举宇内
包揽词讼
包罗万象
包罗万有
包羞忍耻
苞苴竿牍
褒贬与夺
褒善贬恶
褒衣博带
褒衣危冠
宝刀不老
宝刀未老
宝马香车
宝山空回
宝珠市饼
饱谙世故
饱经沧桑
饱经风霜
饱经风雨
饱经世变
饱经世故
饱经霜雪
饱经忧患
饱练世故
饱食暖衣
饱食终日
饱飨老拳
饱学之士
饱以老拳
保残守缺
保国安民
保家卫国
保境息民
保泰持盈
保盈持泰
报本反始
报冰公事
报仇雪耻
报仇雪恨
报雠雪恨
报李投桃
报效万一
报应不爽
抱宝怀珍
抱表寝绳
抱冰公事
抱布贸丝
抱残守缺
抱残守阙
抱成一团
抱诚守真
抱打不平
抱法处势
抱负不凡
抱关击柝
抱关执钥
抱关执籥
抱恨黄泉
抱恨终天
抱火厝薪
抱火寝薪
抱火卧薪
抱令守律
抱蔓摘瓜
抱璞泣血
抱朴含真
抱椠怀铅
抱屈衔冤
抱头大哭
抱头鼠窜
抱头痛哭
抱瓮出灌
抱瓮灌园
抱薪救焚
抱薪救火
抱玉握珠
抱怨雪耻
抱枝拾叶
抱柱之信
抱子弄孙
豹死留皮
豹头环眼
鲍鱼之次
鲍鱼之肆
鲍子知我
暴风疾雨
暴风骤雨
暴虎冯河
暴戾恣睢
暴敛横征
暴露无遗
暴内陵外
暴虐无道
暴取豪夺
暴腮龙门
暴殄天物
暴跳如雷
暴衣露盖
暴衣露冠
暴躁如雷
爆跳如雷
陂湖禀量
卑鄙龌龊
卑鄙无耻
卑不足道
卑谄足恭
卑辞厚币
卑辞厚礼
卑辞重币
卑宫菲食
卑躬屈节
卑躬屈膝
卑礼厚币
卑陋龌龊
卑身贱体
卑身屈体
卑以自牧
杯羹之让
杯弓蛇影
杯弓市虎
杯觥交错
杯酒戈矛
杯酒解怨
杯酒言欢
杯茗之敬
杯盘狼籍
杯盘狼藉
杯蛇鬼车
杯蛇幻影
杯水车薪
杯水粒粟
杯水舆薪
杯水之敬
杯水之谢
杯影蛇弓
杯中蛇影
杯中之物
悲不自胜
悲愁垂涕
悲从中来
悲愤填膺
悲歌击筑
悲歌慷慨
悲歌易水
悲观厌世
悲欢离合
悲声载道
悲天悯人
悲痛欲绝
悲喜交集
北鄙之声
北鄙之音
北辰星拱
北窗高卧
北道主人
北斗之尊
北风之恋
北宫婴儿
北郭先生
北门管钥
北门南牙
北门锁钥
北门之管
北门之寄
北面称臣
北叟失马
北辕适楚
北辕适粤
北辙南辕
贝阙珠宫
备尝艰苦
备尝辛苦
备多力分
备而不用
备位充数
背暗投明
背碑覆局
背本就末
背本趋末
背城借一
背城一战
背道而驰
背恩负义
背恩弃义
背恩忘义
背腹受敌
背公向私
背公营私
背惠食言
背井离乡
背盟败约
背前面后
背曲腰躬
背曲腰弯
背若芒刺
背山起楼
背生芒刺
背水一战
背乡离井
背信弃义
背义负恩
背义负信
背义忘恩
倍道而进
倍道而行
倍道兼进
倍道兼行
倍日并行
悖入悖出
悖言乱辞
被宠若惊
被发文身
被发缨冠
被发左衽
被褐怀玉
被褐怀珠
被甲持兵
被甲据鞍
被甲枕戈
被甲执兵
被坚执锐
被山带河
被泽蒙庥
奔轶绝尘
奔逸绝尘
奔走呼号
奔走如市
奔走相告
奔走之友
奔走钻营
本固邦宁
本来面目
本末倒置
本末源流
本同末离
本同末异
本乡本土
本相毕露
本小利微
本性难移
本支百世
本枝百世
坌鸟先飞
笨鸟先飞
笨嘴笨舌
笨嘴拙舌
绷巴吊拷
绷扒吊拷
绷爬吊拷
逼不得已
逼良为娼
逼人太甚
逼上梁山
鼻端出火
鼻端生火
鼻垩挥斤
鼻孔朝天
鼻孔辽天
鼻孔撩天
鼻青额肿
鼻青脸肿
鼻青眼乌
鼻青眼肿
鼻青眼紫
鼻塌唇青
鼻塌脣青
鼻塌嘴歪
鼻头出火
鼻息如雷
鼻肿眼青
匕鬯不惊
匕鬯无惊
比比皆然
比比皆是
比户可封
比肩并起
比肩迭迹
比肩迭踵
比肩叠迹
比肩叠踵
比肩而立
比肩继踵
比肩皆是
比肩接迹
比肩接踵
比肩连袂
比肩齐声
比肩随踵
比肩系踵
比类从事
比量齐观
比目连枝
比年不登
比权量力
比手划脚
比岁不登
比屋而封
比屋可封
比屋连甍
比物丑类
比物此志
比物假事
比物连类
比物属事
比翼连枝
比翼齐飞
比翼双飞
比众不同
彼倡此和
彼唱此和
彼此彼此
彼竭我盈
彼弃我取
彼众我寡
秕言谬说
俾夜作昼
俾昼作夜
笔饱墨酣
笔大如椽
笔底超生
笔底春风
笔底龙蛇
笔伐口诛
笔歌墨舞
笔耕砚田
笔酣墨饱
笔翰如流
笔老墨秀
笔墨官司
笔墨横姿
笔墨之林
笔扫千军
笔头生花
笔下超生
笔下生花
笔削褒贬
笔冢研穿
笔诛墨伐
笔走龙蛇
鄙俚浅陋
鄙吝复萌
鄙夷不屑
鄙于不屑
币重言甘
必不得已
必不挠北
必操胜券
必恭必敬
必躬必亲
必经之路
必里迟离
必也正名
必由之路
必争之地
毕恭毕敬
毕力同心
毕雨箕风
闭壁清野
闭阁思过
闭阁自责
闭关绝市
闭关却扫
闭关锁国
闭关自守
闭关自主
闭合思过
闭合自责
闭户读书
闭境自守
闭口捕舌
闭口不言
闭口藏舌
闭口结舌
闭口无言
闭门不出
闭门不纳
闭门读书
闭门酣歌
闭门合辙
闭门墐户
闭门觅句
闭门却轨
闭门却扫
闭门塞窦
闭门塞户
闭门扫轨
闭门扫迹
闭门埽轨
闭门思过
闭门思愆
闭门投辖
闭门造车
闭门自守
闭明塞聪
闭目塞聪
闭目塞耳
闭目塞听
闭月羞花
荜门圭窦
毙而后已
婢膝奴颜
婢作夫人
敝盖不弃
敝鼓丧豚
敝绨恶粟
敝綈恶粟
敝帷不弃
敝衣粝食
敝衣枵腹
敝帚千金
敝帚自享
敝帚自珍
筚路蓝缕
筚路褴褛
筚门圭窬
筚门闺窦
弊车羸马
弊绝风清
弊衣箪食
弊衣疏食
弊衣蔬食
弊帚千金
弊帚自珍
碧海青天
碧鬟红袖
碧空如洗
碧空万里
碧落黄泉
碧血丹心
蔽聪塞明
蔽明塞聪
蔽日干云
蔽日遮天
壁间蛇影
壁垒森严
壁立千仞
避而不谈
避烦斗捷
避瓜防李
避害就利
避毁就誉
避祸就福
避祸求福
避迹藏时
避迹违心
避井入坎
避阱入坑
避穽入坑
避军三舍
避君三舍
避坑落井
避李嫌瓜
避凉附炎
避面尹邢
避难就易
避难趋易
避溺山隅
避强打弱
避强击惰
避强击弱
避让贤路
避人耳目
避人眼目
避实击虚
避实就虚
避世金马
避世金门
避世绝俗
避世离俗
避世墙东
避俗趋新
避凶趋吉
避影敛迹
避影匿形
避之若浼
避重就轻
避重逐轻
臂有四肘
髀里肉生
髀肉复生
璧合珠连
璧合珠联
璧坐玑驰
边尘不惊
砭庸针俗
鞭辟近里
鞭辟入里
鞭辟向里
鞭辟着里
鞭不及腹
鞭长不及
鞭长驾远
鞭长莫及
鞭驽策蹇
鞭擗进里
鞭擗向里
鞭丝帽影
鞭约近里
抃风舞润
抃风儛润
便辞巧说
便宜从事
便宜施行
便宜行事
变本加厉
变动不居
变风改俗
变风易俗
变躬迁席
变古乱常
变古易常
变古易俗
变故易常
变化不测
变化不穷
变化多端
变化莫测
变化如神
变化无常
变化无穷
变幻不测
变幻莫测
变幻无常
变幻无穷
变醨养瘠
变脸变色
变名易姓
变容改俗
变色易容
变色之言
变生不测
变生肘腋
变俗易教
变态百出
变贪厉薄
变危为安
变心易虑
变炫无穷
变颜变色
遍地开花
遍体鳞伤
辨日炎凉
辨如悬河
辨若悬河
辨物居方
辩才无碍
辩才无阂
辩口利辞
辩口利舌
彪炳千古
彪形大汉
标情夺趣
标同伐异
标新创异
标新竞异
标新立异
标新领异
标新竖异
标枝野鹿
膘肥体壮
飙发电举
飙举电至
表里不一
表里如一
表里山河
表里受敌
表里为奸
表里相符
表里相济
表里相依
表里相应
表里一致
表面文章
摽梅之年
别抱琵琶
别财异居
别出机杼
别出手眼
别出心裁
别出新裁
别出新意
别创一格
别风淮雨
别鹤孤鸾
别鹤离鸾
别籍异财
别籍异居
别居异财
别具肺肠
别具慧眼
别具匠心
别具手眼
别具心肠
别具一格
别具只眼
别开蹊径
别开生面
别开一格
别来无恙
别类分门
别生枝节
别树一旗
别树一帜
别无长物
别无二致
别无他物
别有洞天
别有肺肠
别有风趣
别有风味
别有人间
别有天地
别有心肠
别有心肝
别有用心
别有滋味
别置一喙
别作良图
别作一眼
宾饯日月
宾客如云
宾客迎门
宾客盈门
宾来如归
宾朋满座
宾入如归
宾餿日月
宾至如归
彬彬济济
彬彬有礼
鬓乱钗横
冰寒于水
冰壶秋月
冰魂素魄
冰魂雪魄
冰肌雪肠
冰肌玉骨
冰洁玉清
冰洁渊清
冰解的破
冰解冻释
冰解壤分
冰解云散
冰壸秋月
冰清水冷
冰清玉粹
冰清玉洁
冰清玉润
冰散瓦解
冰山难靠
冰山易倒
冰炭不投
冰天雪地
冰天雪窖
冰天雪窑
冰消冻解
冰消瓦解
冰消雾散
冰消雪释
冰消云散
冰销雾散
冰销叶散
冰心一片
冰雪聪明
冰雪严寒
兵不接刃
兵不污刃
兵不雪刃
兵不血刃
兵不厌权
兵不厌诈
兵不由将
兵车之会
兵出无名
兵多将广
兵多者败
兵戈扰攘
兵贵神速
兵贵先声
兵荒马乱
兵慌马乱
兵精粮足
兵连祸接
兵连祸结
兵临城下
兵拏祸结
兵强将勇
兵强马壮
兵强则灭
兵戎相见
兵微将寡
兵未血刃
兵闻拙速
兵无常势
兵无常形
兵无血刃
兵销革偃
兵行诡道
兵凶战危
兵在其颈
掤扒吊拷
秉笔直书
秉公办理
秉公灭私
秉公任直
秉公无私
秉节持重
秉钧持轴
秉钧当轴
秉文兼武
秉文经武
秉要执本
秉正无私
秉烛待旦
秉烛夜游
炳炳焤焤
炳如观火
炳如日星
炳若观火
炳若日星
炳烛夜游
禀性难移
并存不悖
并蒂芙蓉
并驾齐驱
并疆兼巷
并驱争先
并日而食
并容徧覆
并世无两
并威偶势
并为一谈
并行不悖
并赃拿贼
病病歪歪
病从口入
病骨支离
病国殃民
病民蛊国
病民害国
病魔缠身
病染膏肓
病入膏肓
病入骨髓
病入骨雜
病由口入
病在膏肓
拨草寻蛇
拨草瞻风
拨乱反正
拨乱反治
拨乱济时
拨乱济危
拨乱为治
拨万轮千
拨万论千
拨雨撩云
拨云睹日
拨云见日
拨云撩雨
拨嘴撩牙
波波碌碌
波光粼粼
波光鳞鳞
波骇云属
波谲云诡
波澜老成
波澜壮阔
波流茅靡
波路壮阔
波罗塞戏
波罗奢花
波涛汹涌
波属云委
剥床及肤
剥肤及髓
剥肤之痛
剥肤椎髓
剥极必复
剥极将复
剥极则复
剥茧抽丝
剥皮抽筋
播穅眯目
播糠眯目
播弄是非
伯道无儿
伯歌季舞
伯劳飞燕
伯乐相马
伯乐一顾
伯埙仲篪
伯玉知非
伯仲叔季
伯仲之间
勃然变色
勃然大怒
勃然奋励
博采众长
博采众议
博大精深
博而不精
博而寡要
博古通今
博览古今
博览群书
博览五车
博洽多闻
博施济众
博识多通
博士买驴
博硕肥腯
博通经籍
博文约礼
博闻辩言
博闻多识
博闻强记
博闻强识
博闻强志
博物多闻
博物君子
博物洽闻
博学多才
博学多闻
博学洽闻
博弈犹贤
渤澥桑田
搏牛之虻
搏手无策
踣地呼天
薄唇轻言
薄寒中人
薄技在身
薄命佳人
薄暮冥冥
薄情无义
薄物细故
跛鳖千里
跛行千里
簸土扬沙
擘肌分理
擘两分星
逋慢之罪
逋逃之臣
逋逃之薮
卜夜卜昼
卜昼卜夜
补过拾遗
补过饰非
补苴罅漏
补牢顾犬
补偏救弊
补阙灯檠
补阙挂漏
补阙拾遗
补天浴日
补天柱地
哺糟啜醨
哺糟歠醨
捕风捉影
捕影系风
不安其室
不安于室
不安于位
不按君臣
不拔一毛
不拔之志
不白之冤
不败之地
不卑不亢
不辟斧钺
不避斧钺
不避艰险
不避水火
不避汤火
不便水土
不辨菽麦
不辨菽粟
不辨真伪
不辩菽麦
不步人脚
不测之祸
不测之忧
不测之罪
不茶不饭
不差毫发
不差毫厘
不差累黍
不差上下
不臣之心
不成三瓦
不成体统
不逞之徒
不痴不聋
不齿于人
不耻下问
不耻最后
不啻天渊
不偢不倸
不瞅不睬
不出所料
不揣冒昧
不辞而别
不辞劳苦
不次之迁
不次之位
不存不济
不存芥蒂
不打自招
不待蓍龟
不当不正
不当人子
不得不尔
不得而知
不得开交
不得其死
不得其所
不得人心
不得善终
不得违误
不得要领
不登大雅
不懂装懂
不动声色
不断如带
不恶而严
不二法门
不乏其人
不乏先例
不法常可
不悱不发
不废江河
不费之惠
不分彼此
不分伯仲
不分青白
不分胜负
不分轩轾
不分玉石
不分皂白
不分畛域
不愤不启
不丰不俭
不丰不杀
不伏烧埋
不服水土
不负众望
不复堪命
不改其乐
不干不净
不甘雌伏
不甘后人
不甘寂寞
不甘示弱
不尴不尬
不敢高攀
不敢告劳
不敢苟同
不敢后人
不敢掠美
不敢旁骛
不敢问津
不敢造次
不敢自专
不根之论
不根之谈
不攻自破
不共戴天
不苟言笑
不古不今
不瞽不聋
不顾大局
不顾前后
不顾死活
不顾一切
不关紧要
不关痛痒
不管不顾
不管一二
不龟手药
不轨之徒
不过尔尔
不寒而栗
不好意思
不合时宜
不哼不哈
不护细行
不怀好意
不欢而散
不慌不忙
不遑枚举
不遑宁处
不遑宁息
不遑启处
不遑暇食
不讳之朝
不讳之路
不讳之门
不惑之年
不饥不寒
不羁之才
不羁之民
不及之法
不即不离
不急之务
不疾不徐
不计其数
不记前仇
不加思索
不假思索
不稼不穑
不间不界
不见经传
不见天日
不骄不躁
不教而杀
不教而诛
不教之教
不解之仇
不解之缘
不今不古
不矜不伐
不矜细行
不紧不慢
不近道理
不近人情
不进则退
不禁不由
不经世故
不经之说
不经之谈
不经之语
不胫而走
不揪不采
不揪不採
不揪不睬
不咎既往
不拘细节
不拘细行
不拘小节
不拘形迹
不拘一格
不绝如带
不绝如发
不绝如缕
不绝如线
不绝若线
不绝于耳
不觉技痒
不刊之典
不刊之论
不刊之书
不刊之说
不堪回首
不堪其忧
不堪入耳
不堪入目
不堪设想
不堪言状
不堪一击
不堪造就
不亢不卑
不抗不卑
不可动摇
不可端倪
不可多得
不可告人
不可教训
不可究诘
不可救疗
不可救药
不可开交
不可揆度
不可理喻
不可枚举
不可名状
不可摸捉
不可磨灭
不可奈何
不可偏废
不可企及
不可胜道
不可胜计
不可胜记
不可胜纪
不可胜举
不可胜数
不可胜算
不可胜言
不可收拾
不可思议
不可限量
不可乡迩
不可向迩
不可言传
不可言宣
不可言喻
不可言状
不可一世
不可移易
不可逾越
不可造次
不可终日
不可捉摸
不媿下学
不愧不作
不愧不怍
不愧屋漏
不愧下学
不郎不秀
不稂不莠
不劳而成
不劳而获
不冷不热
不立文字
不凉不酸
不了不当
不了而了
不了了之
不劣方头
不磷不缁
不吝赐教
不吝指教
不吝珠玉
不留余地
不露锋芒
不露锋铓
不露圭角
不露神色
不露声色
不露形色
不伦不类
不落边际
不落窠臼
不落俗套
不蔓不支
不蔓不枝
不忙不暴
不毛之地
不名一格
不名一钱
不名一文
不明不白
不谋而合
不谋而同
不谋同辞
不牧之地
不奈之何
不挠不屈
不挠不折
不能自拔
不能自已
不念旧恶
不宁唯是
不偏不党
不偏不倚
不平则鸣
不破不立
不期而会
不期而然
不期而同
不期而遇
不期修古
不欺闇室
不欺暗室
不欺屋漏
不弃草昧
不迁之庙
不切实际
不勤而获
不擒二毛
不轻然诺
不情之请
不求甚解
不求闻达
不屈不挠
不染一尘
不仁不义
不忍卒读
不日不月
不容分说
不容置辩
不容置喙
不容置疑
不如归去
不辱使命
不入时宜
不三不四
不僧不俗
不衫不履
不伤脾胃
不赏之功
不上不落
不上不下
不舍昼夜
不甚了了
不生不灭
不声不吭
不声不气
不声不响
不胜杯杓
不胜梘杓
不胜枚举
不胜其烦
不胜其苦
不胜其任
不省人事
不失圭撮
不失毫厘
不失时机
不失黍絫
不时之须
不时之需
不识不知
不识大体
不识东家
不识高低
不识好歹
不识局面
不识马肝
不识起倒
不识时务
不识抬举
不识泰山
不识一丁
不识之无
不食马肝
不食烟火
不食之地
不食周粟
不世之功
不世之业
不事边幅
不爽毫发
不爽累黍
不死不活
不速之客
不随以止
不贪为宝
不腆之仪
不挑之祖
不祧之宗
不祧之祖
不通水火
不同戴天
不同凡响
不同流俗
不痛不痒
不吐不茹
不忘沟壑
不忘故旧
不为已甚
不违农时
不文不武
不闻不问
不问不闻
不问皂白
不猧不魀
不无小补
不舞之鹤
不务空名
不务正业
不惜工本
不习地土
不习水土
不習水土
不咸不淡
不相上下
不相为谋
不相闻问
不相问闻
不祥之兆
不晓世务
不肖子孙
不屑毁誉
不屑教诲
不屑一顾
不修边幅
不修小节
不羞当面
不脩边幅
不虚此行
不徐不疾
不恤人言
不学无识
不学无术
不徇私情
不言不语
不言而信
不言而谕
不言而喻
不厌其烦
不厌其繁
不厌其详
不药而愈
不一而足
不依不饶
不壹而三
不壹而足
不夷不惠
不遗寸长
不遗巨细
不遗余力
不以为耻
不以为奇
不以为然
不以为意
不义之财
不亦乐乎
不亦善夫
不易一字
不易之典
不易之论
不翼而飞
不因不由
不因人热
不阴不阳
